timestamp,instrument,epic,direction,size,open_level,current_price,profit_loss,currency,deal_id
2026-05-13 00:59:12+00:00,US Tech 100 Cash ($1),IX.D.NASDAQ.IFMM.IP,BUY,8.18,29107.0,28945.199999999997,-1323.524,USD,DIAAAAXE9N2DHAK
2026-05-13 00:59:13+00:00,Oil - US Crude ($1),CC.D.CL.BMU.IP,BUY,10.0,9477.2,10228.2,7510.0,USD,DIAAAAXE9N2LDAK
2026-05-13 00:59:14+00:00,Spot Silver ($1),CS.D.CFDSILVER.BMU.IP,BUY,10.0,8009.2,8628.4,6192.0,USD,DIAAAAXE9N2MHAK
